id_ligne;sens;societe;raison_sociale;campagne_appro;date_operation;nom_mois_date_operation;annee_date_operation;code_site;bon_origine;code_type_document;numero_bon;code_type_ligne;responsable_region;technicien;code_tiers;tiers_facture;code_famille;famille_2;famille_3;code_produit;libelle_produit;dose_hectare;pourcentage_azote;quantite;reste_a_livrer;unite;prix_net;montant_ht;facture;created_at;updated_at;data_hash
550983;V;1000001;INTERVAL;2022-2023;28/02/2023 01:00;February;2023;175;;BCCF;1,11E+17;1;BONNEMAILLE ÉRIC;BLANDIN Alain;5044;GAEC DU VIEUX MOULIN;41;INSECTICIDES;INSEC.DU SOL;20019649;ERCOLE                 10KG;15.000000;0.0000;40.0000;40.0000;KILO;4.050000;162.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;3f66df7e77e52ff18b4b1820e6c93b20
551050;V;1000001;INTERVAL;2022-2023;28/02/2023 01:00;February;2023;144;;BCCF;1,11E+17;1;MANDRET BENOIT;TISSOT Stéphane;1455;GAEC DE LA LOTIERE;41;FONGICIDES;FONG.CEREALES T2;20013883;INPUT                  5L;0.800000;0.0000;40.0000;40.0000;LITRE;52.180000;2087.20;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;619e9eca55066fe241c1b47ad2b72de3
646487;V;1000001;INTERVAL;2022-2023;23/05/2023 02:00;May;2023;121;;BLF;1,111E+17;1;MANDRET BENOIT;TISSOT Stéphane;49998;Mr ALEXIS PHILIPPE;41;HERBICIDES;HERB.TOTAUX GLYPHOSATE;20008061;AGAVE                  20L;3.000000;0.0000;20.0000;0.0000;LITRE;10.970000;219.40;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;7c68e07aa14d555dd085f1ffe39945d9
646807;V;1000001;INTERVAL;2022-2023;05/05/2023 02:00;May;2023;121;;BLF;1,111E+17;1;MANDRET BENOIT;TISSOT Stéphane;2026;EARL PETITJEAN;41;FONGICIDES;FONG.CEREALES T2;20020775;PACK (7.5AQUINO+5APTRELL90)         PACK;0.133000;0.0000;1.0000;0.0000;UNITE;347.189000;347.19;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;1e0ab907a99296157bd8941f859788c0
646922;V;1000001;INTERVAL;2022-2023;04/05/2023 02:00;May;2023;121;;BLF;1,111E+17;1;MANDRET BENOIT;TISSOT Stéphane;2249;EARL  DE LA VIEILLE TUILERIE;41;FONGICIDES;FONG.CEREALES T2;20020775;PACK (7.5AQUINO+5APTRELL90)         PACK;0.133000;0.0000;1.0000;0.0000;UNITE;347.189000;347.19;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;abdb472e3c5321588a9502cf27f03e87
791762;V;1000001;INTERVAL;2023-2024;25/04/2024 02:00;April;2024;115;;BLF;1,111E+17;1;SACCOMANI BENOIT;SACCOMANI Benoit;13197;EARL SAINTE CROIX;45;DIVERS TAXES;ECO-PARTICIPATION;20017411;ECO-PARTICIPATION EPI  0,90;0.000000;0.0000;1.0000;0.0000;UNITE;0.900000;0.90;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;4cd78fc1a8be8f09b52d01a89a8e159b
1471299;V;1000001;INTERVAL;2025-2026;20/11/2025 01:00;November;2025;185;;BLF;BLF-INT0062847;1;ROBITAILLE ERIC;LEPAGE Julien;3908;SCEA DES SOURCES;43;ALIMENT FABRIQUE BON CUMULABLE_DELETE;ALIMENT MOULIN ROUGE QB;20012715;ESTIMIX LACTIS  40 COMTOIS  VRAC  MR;0.000000;0.0000;4.0000;0.0000;Tonne;466.640000;1866.56;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;b72132af8038747f22143f22b3031074
1504017;V;1000001;INTERVAL;2025-2026;15/01/2026 01:00;January;2026;117;;BCCF;BCCF-INT0013178;1;MANDRET BENOIT;TISSOT Stéphane;3587;EARL DES PRES;42;SEMENCES SOJA;SEM. SOJA;20019640;SOJA HANA R1 HIC 125K GN  DOSE;3.500000;0.0000;22.0000;0.0000;DOSE;48.100000;1058.20;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;2ec075d3750410bf5852e67cbe262f7a
1503955;V;1000001;INTERVAL;2025-2026;15/01/2026 01:00;January;2026;121;;BCCF;BCCF-INT0013169;1;MANDRET BENOIT;TISSOT Stéphane;1455;GAEC DE LA LOTIERE;42;SEMENCES SOJA;SEM. SOJA;20019435;SOJA HANA R1 NT 125K GN  DOSE;3.500000;0.0000;5.0000;0.0000;DOSE;39.600000;198.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;48990083d952bce6d67511bf481825aa
1503970;V;1000001;INTERVAL;2025-2026;15/01/2026 01:00;January;2026;121;;BCCF;BCCF-INT0013171;1;MANDRET BENOIT;TISSOT Stéphane;2501;GAEC DE LA COUR (70);42;SEMENCES SOJA;SEM. SOJA;20019435;SOJA HANA R1 NT 125K GN  DOSE;3.500000;0.0000;5.0000;0.0000;DOSE;39.600000;198.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;af1e04f87f238d04692cc683e281d7a8
1461171;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;121;;BLF;BLF-INT0060748;1;MANDRET BENOIT;TISSOT Stéphane;2501;GAEC DE LA COUR (70);44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20022126;SAC FAU FIFU JAUNE VIDE LOGO AREA 250 L;0.000000;0.0000;50.0000;0.0000;UNITE;2.000000;100.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;2d663e265b7c093134c833a3922d7283
1489596;V;1000001;INTERVAL;2025-2026;05/01/2026 01:00;January;2026;127;;BLF;BLF-INT0065639;1;MANDRET BENOIT;ROBLIN Yohann;1959;EARL DUVERNOY;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20022126;SAC FAU FIFU JAUNE VIDE LOGO AREA 250 L;0.000000;0.0000;70.0000;0.0000;UNITE;2.000000;140.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;75e1de0a3ce068da70a2255452147745
1461567;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;175;;BLF;BLF-INT0060887;1;BONNEMAILLE ÉRIC;BLANDIN Alain;4401;VENTES COMPTANTS LURE;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20022126;SAC FAU FIFU JAUNE VIDE LOGO AREA 250 L;0.000000;0.0000;9.0000;0.0000;UNITE;2.340000;21.06;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;fcc20428a4c12d6d40684da44c181b07
1450545;V;1000001;INTERVAL;2025-2026;10/11/2025 01:00;November;2025;166;;BLF;BLF-INT0058786;1;SACCOMANI BENOIT;SACCOMANI Benoit;10466;EARL BOUFFAUT;40;ENGRAIS SIMPLES;ENGRAIS SIMPLES NP;20021041;NP 11.27+2,7MGO+26SO3 GR  600KG;0.200000;0.0000;0.6000;0.0000;Tonne;584.910000;350.95;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;061b9dd76baa5c605bfd45c331208fb8
1441493;V;1000001;INTERVAL;2025-2026;31/10/2025 01:00;October;2025;114;;BCCF;BCCF-INT0007354;1;MANDRET BENOIT;ROBLIN Yohann;1959;EARL DUVERNOY;40;ENGRAIS SIMPLES;ENGRAIS SIMPLES NP;20003135;18.46.00 PHOS AMMO  VRAC;0.150000;0.0000;2.0000;0.0000;Tonne;805.000000;1610.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;56a9a64a68a862f5a250248913f8ec74
313091;V;1000001;INTERVAL;2021-2022;24/01/2022 01:00;January;2022;1AA;;BLF;1,111E+17;1;VIGNE;DAVID Raphael;49615;Mr KEVIN BOUILLET;46;MATERIEL CAVE;CUVE;20009842;SOF ANNEAU NOIR DL 800;0.000000;0.0000;1.0000;0.0000;UNITE;0.000000;0.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;62701af55f5951e062113c8458ee0dd2
313053;V;1000001;INTERVAL;2021-2022;06/12/2021 01:00;December;2021;1AA;;BLF;1,111E+17;1;VIGNE;DAVID Raphael;30007;EARL FORET;46;MATERIEL CAVE;CUVE;20009824;SOF ANNEAU NOIR DL 1200;0.000000;0.0000;1.0000;0.0000;UNITE;33.950000;33.95;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;faa2a7c5ad9dd33cd466e44330c69c15
313087;V;1000001;INTERVAL;2021-2022;17/11/2021 01:00;November;2021;1AA;;BLF;1,111E+17;1;VIGNE;DAVID Raphael;40222;NOIROT INDIVISION;46;MATERIEL CAVE;CUVE;20009842;SOF ANNEAU NOIR DL 800;0.000000;0.0000;1.0000;0.0000;UNITE;30.000000;30.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;f94eba84f6d46f86bec3a629bed54ea8
313089;V;1000001;INTERVAL;2021-2022;03/01/2022 01:00;January;2022;1AA;;BLF;1,111E+17;1;VIGNE;DAVID Raphael;30018;SCV DES DOMAINES HENRI MAIRE;46;MATERIEL CAVE;CUVE;20009842;SOF ANNEAU NOIR DL 800;0.000000;0.0000;1.0000;0.0000;UNITE;30.000000;30.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8f42da084571b258f0e755a6600704df
645865;V;1000001;INTERVAL;2022-2023;12/05/2023 02:00;May;2023;159;;BLF;1,111E+17;1;BONNEMAILLE ÉRIC;BONNEMAILLE Eric;17138;GAEC BRIE;41;HERBICIDES;HERB.TOTAUX GLYPHOSATE;20008061;AGAVE                  20L;3.000000;0.0000;20.0000;0.0000;LITRE;10.970000;219.40;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;7e935743eb01c1a9ab7114d72923ae3e
646292;V;1000001;INTERVAL;2022-2023;24/05/2023 02:00;May;2023;175;;BLF;1,111E+17;1;BONNEMAILLE ÉRIC;BLANDIN Alain;2009;EARL MEZELLE;41;FONGICIDES;FONG.CEREALES T2;20017945;ELATUS ERA             5L;0.800000;0.0000;5.0000;0.0000;LITRE;61.520000;307.60;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;e0e0c8f577142f639cec130cd3e58ec0
1450474;V;1000001;INTERVAL;2025-2026;01/12/2025 01:00;December;2025;1ET;;BCCF;BCCF-INT0007926;1;MANDRET BENOIT;TISSOT Stéphane;49402;GAEC DES LIEGES;40;ENGRAIS SIMPLES;ENGRAIS SIMPLES NP;20001190;CHLORURE DE POTASSE UAB GR VRAC;0.150000;0.0000;6.6000;4.3800;Tonne;447.300000;2952.18;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;b10cad009ffa65f3f3f05d1ddec9025c
1441506;V;1000001;INTERVAL;2025-2026;01/12/2025 01:00;December;2025;114;;BCCF;BCCF-INT0007358;1;MANDRET BENOIT;ROBLIN Yohann;43327;SCEA TUILERIE;40;ENGRAIS SIMPLES;ENGRAIS SIMPLES NP;20001190;CHLORURE DE POTASSE UAB GR VRAC;0.150000;0.0000;3.0000;0.0000;Tonne;447.300000;1341.90;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;3282226e724e002479e2f5e67b179325
1430251;V;1000001;INTERVAL;2025-2026;18/10/2025 02:00;October;2025;115;;BLF;BLF-INT0054234;1;SACCOMANI BENOIT;SACCOMANI Benoit;11523;EARL FUMEY XAVIER;40;ENGRAIS SIMPLES;ENGRAIS SIMPLES NP;20004115;SUPERPHOSPHATE 45 GR VRAC;0.000000;0.0000;1.4800;0.0000;Tonne;651.000000;963.48;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;da5f03a14353375286130c96891f561c
1488605;V;1000001;INTERVAL;2025-2026;30/12/2025 01:00;December;2025;166;;BCCF;BCCF-INT0012310;1;SACCOMANI BENOIT;SACCOMANI Benoit;10539;GAEC BRELOT;40;ENGRAIS SIMPLES;ENGRAIS SIMPLES NP;20004115;SUPERPHOSPHATE 45 GR VRAC;0.000000;0.0000;2.4000;0.7600;Tonne;651.000000;1562.40;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;dc6c3621e4512e4c8fd8f5a15d7494f8
1504419;V;1000001;INTERVAL;2025-2026;16/01/2026 01:00;January;2026;153;;BCCF;BCCF-INT0013195;1;MANDRET BENOIT;ROBLIN Yohann;43327;SCEA TUILERIE;42;SEMENCES TOURNESOL;SEM. TOURNESOL OLEIQUE;20022070;TOURNESOL P63HE186(ex7036b2026-14 150MG;0.500000;0.0000;5.0000;0.0000;DOSE;279.000000;1395.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;1ca3b6d858cf1af9b94e6a2d3613ab97
1504439;V;1000001;INTERVAL;2025-2026;16/01/2026 01:00;January;2026;153;;BCCF;BCCF-INT0013197;1;MANDRET BENOIT;ROBLIN Yohann;43327;SCEA TUILERIE;42;SEMENCES TOURNESOL;SEM. TOURNESOL OLEIQUE;20019630;TOURNESOL P63HE143 STD 1143 150K GN DOSE;0.500000;0.0000;4.0000;0.0000;DOSE;283.500000;1134.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;0b360522e1c01dfa759093d7e9df811a
1504476;V;1000001;INTERVAL;2025-2026;16/01/2026 01:00;January;2026;153;;BCCF;BCCF-INT0013202;1;MANDRET BENOIT;ROBLIN Yohann;1959;EARL DUVERNOY;42;SEMENCES TOURNESOL;SEM. TOURNESOL OLEIQUE;20021403;TOURNESOL P63HH165 STD 1143 150K GN  DOS;0.000000;0.0000;4.0000;0.0000;DOSE;243.100000;972.40;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;94fe55d504ecb0d3794b52ffde3a0467
1488945;V;1000001;INTERVAL;2025-2026;02/01/2026 01:00;January;2026;134;;BCCNF;BCCNF-INT1007085;1;ROBITAILLE ERIC;LEPAGE Julien;2345;GAEC DU TILLEUL (90);43;ALIMENT MINERAUX VITAMINES;Gamme minéral;20020091;BIAMAG RUMENSMART SAC  25KG;0.000000;0.0000;0.2000;0.0000;Tonne;2660.000000;532.00;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;49bc98b518558e8d6d9be5476abd6269
1444048;V;1000001;INTERVAL;2025-2026;03/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057081;1;ROBITAILLE ERIC;LEPAGE Julien;2345;GAEC DU TILLEUL (90);43;ALIMENT LIQUIDE;;28000000;MELAFORT INC;0.000000;0.0000;0.1210;0.0000;Tonne;433.000000;52.39;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
1461933;V;1000001;INTERVAL;2025-2026;06/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060277;1;ROBITAILLE ERIC;LEPAGE Julien;15184;GAEC PRE D'ETALE;43;ALIMENT LIQUIDE;;28000000;MELAFORT INC;0.000000;0.0000;0.0610;0.0000;Tonne;433.000000;26.41;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
1461947;V;1000001;INTERVAL;2025-2026;06/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060279;1;ROBITAILLE ERIC;LEPAGE Julien;17138;GAEC BRIE;43;ALIMENT LIQUIDE;;28000000;MELAFORT INC;0.000000;0.0000;0.0410;0.0000;Tonne;433.000000;17.75;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
313090;V;1000001;INTERVAL;2021-2022;24/01/2022 01:00;January;2022;1AA;;BLF;1,111E+17;1;VIGNE;DAVID Raphael;49615;Mr KEVIN BOUILLET;46;MATERIEL CAVE;CUVE;20009842;SOF ANNEAU NOIR DL 800;0.000000;0.0000;1.0000;0.0000;UNITE;30.000000;30.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;febfa669f385353a76e8a4c5710cfd8b
313054;V;1000001;INTERVAL;2021-2022;20/01/2022 01:00;January;2022;1AA;;BLF;1,111E+17;1;VIGNE;DAVID Raphael;30029;DOMAINE DUGOIS PHILIPPE;46;MATERIEL CAVE;CUVE;20009824;SOF ANNEAU NOIR DL 1200;0.000000;0.0000;1.0000;0.0000;UNITE;33.950000;33.95;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;06fdd8a40b583e331b015e0485314aad
551168;V;1000001;INTERVAL;2022-2023;28/02/2023 01:00;February;2023;159;;BCCF;1,11E+17;1;BONNEMAILLE ÉRIC;BONNEMAILLE Eric;335;GAEC RECEVEUR;41;HERBICIDES;HERB.MAIS POST LEVEE ANTIDICO;20018596;ADENGO XTRA            3L;0.440000;0.0000;3.0000;3.0000;LITRE;156.295000;468.89;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;d11dc4bed77b104be47b987420591a38
645958;V;1000001;INTERVAL;2022-2023;11/05/2023 02:00;May;2023;159;;BLF;1,111E+17;1;BONNEMAILLE ÉRIC;BONNEMAILLE Eric;3457;Mr JEAN PIERRE PRETOT;41;HERBICIDES;HERB.TOTAUX GLYPHOSATE;20008061;AGAVE                  20L;3.000000;0.0000;20.0000;0.0000;LITRE;10.970000;219.40;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;252906af76932d594bd76a3d19a45323
1443717;V;1000001;INTERVAL;2025-2026;25/09/2025 02:00;September;2025;185;;BLF;BLF-INT0056962;1;ROBITAILLE ERIC;LEPAGE Julien;2431;GAEC DU HAUT DE VILLERS;43;ALIMENT LIQUIDE;;28000000;MELAFORT INC;0.000000;0.0000;0.0410;0.0000;Tonne;433.000000;17.75;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
1470755;V;1000001;INTERVAL;2025-2026;13/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060368;1;ROBITAILLE ERIC;LEPAGE Julien;5554;GAEC DE LOZAIN;43;ALIMENT LIQUIDE;;28000000;MELAFORT INC;0.000000;0.0000;0.0600;0.0000;Tonne;433.000000;25.98;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
1444463;V;1000001;INTERVAL;2025-2026;14/10/2025 02:00;October;2025;185;;BLF;BLF-INT0057210;1;ROBITAILLE ERIC;LEPAGE Julien;813;GAEC TOURNIER;43;ALIMENT LIQUIDE;;28000000;MELAFORT INC;0.000000;0.0000;0.1180;0.0000;Tonne;433.000000;51.09;1;2026-06-08 16:48:41.353683+02;2026-06-15 09:13:17.001221+02;
1461891;V;1000001;INTERVAL;2025-2026;05/11/2025 01:00;November;2025;185;;BLF;BLF-INT0060263;1;ROBITAILLE ERIC;LEPAGE Julien;49596;GAEC DE LA VALLEE DE L'OGNON;43;ALIMENT MINERAUX VITAMINES;INCORPO MR;28000005;REGUL PH INC;0.000000;0.0000;0.1010;0.0000;Tonne;975.000000;98.48;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;1dd139cd8df2ff954b9b1a29fa6f74d0
1488515;V;1000001;INTERVAL;2025-2026;30/12/2025 01:00;December;2025;166;;BCCF;BCCF-INT0012296;1;SACCOMANI BENOIT;SACCOMANI Benoit;21316;EARL DE LA GRANGE;41;HERBICIDES;HERB.AD SPEC;20001091;CENT 7                 5L;1.000000;0.0000;10.0000;0.0000;LITRE;45.500000;455.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;263f06b58af67a7bc4cd2bab55146e13
1488635;V;1000001;INTERVAL;2025-2026;30/12/2025 01:00;December;2025;166;;BCCF;BCCF-INT0012314;1;SACCOMANI BENOIT;SACCOMANI Benoit;15170;Mr VINCENT VAUCHEY;41;HERBICIDES;HERB.SOJA/POIS;20005604;BASAGRAN SG            3KG;0.800000;0.0000;3.0000;0.0000;KILO;71.300000;213.90;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;0c316e8a2f42de0ee071297ef43af493
1503868;V;1000001;INTERVAL;2025-2026;15/01/2026 01:00;January;2026;152;;BCCF;BCCF-INT0013151;1;MANDRET BENOIT;ROBLIN Yohann;1959;EARL DUVERNOY;41;HERBICIDES;HERB.MAIS PRE/POST SEMIS;20013364;DAKOTA P               10L;4.000000;0.0000;50.0000;0.0000;LITRE;17.970000;898.50;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;1a96c8e0fa69972af3c672166d81b2c8
1430299;V;1000001;INTERVAL;2025-2026;20/10/2025 02:00;October;2025;121;;BLF;BLF-INT0054261;1;MANDRET BENOIT;TISSOT Stéphane;15322;Mme NATHALIE OUDIN;41;MOLLUSCICIDE;MOLLUSCICIDE;20020510;TECHNO INTENS          15KG;4.000000;0.0000;75.0000;0.0000;KILO;4.860000;364.50;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8deba772f8e760be5935c794ec3d1fa5
1294556;V;1000001;INTERVAL;2024-2025;30/06/2025 02:00;June;2025;175;VENTE1EN1001743;BLNF;BLNF-INT0006688;2;BONNEMAILLE ÉRIC;BLANDIN Alain;17070;Mr JEAN MICHEL MENIGOZ;40;ENGRAIS AZOTES;ENGRAIS AZOTE SOLIDE;20006171;AMMONITRATE 27%  VRAC ENGRAIS CE;0.670000;0.2700;1.1200;0.0000;Tonne;313.520000;351.14;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;7035e25e0fec37b0ae5cfb60d3c66bab
1428589;V;1000001;INTERVAL;2025-2026;17/10/2025 02:00;October;2025;166;BCCF-INT0002796;BLNF;BLNF-INT0010578;1;SACCOMANI BENOIT;SACCOMANI Benoit;13770;SCEA TISSIER SEBASTIEN;42;SEMENCES BLES;SEM. BLE HIVER;20021703;BLE THERMIDOR R1 VIGYM  25KG;0.000000;0.0000;0.4000;0.0000;Tonne;551.500000;220.60;0;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;a9244638baf64abf80a7d543bd67244d
1504450;V;1000001;INTERVAL;2025-2026;16/01/2026 01:00;January;2026;111;;BCCF;BCCF-INT0013199;1;BILLARD CHRISTOPHE;BOLLOTTE Benoit;13627;Mr THIERRY SENOT;41;HERBICIDES;HERB.SOJA/POIS;20019671;DAVAI                  5L;0.650000;0.0000;10.0000;0.0000;LITRE;73.900000;739.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8898b5e5013c400dc30605fc60163a3e
1430215;V;1000001;INTERVAL;2025-2026;18/10/2025 02:00;October;2025;154;;BLF;BLF-INT0054209;1;MANDRET BENOIT;BRESSON Florian;45547;SAS Antoine MARCELET;44;PROD.AG.FILM/FILET/SAC;PROD.AG.FILM ENRUBANNAGE;20020812;FILM ENRU CORDPLAST 25æ VERT CLAIR 750;0.000000;0.0000;5.0000;0.0000;ROULEAU;85.500000;427.50;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;4eb8a98ffcfdbeabd53bcc50ffa510c8
1430216;V;1000001;INTERVAL;2025-2026;18/10/2025 02:00;October;2025;154;;BLF;BLF-INT0054209;1;MANDRET BENOIT;BRESSON Florian;45547;SAS Antoine MARCELET;44;PROD.AG.FILM/FILET/SAC;PROD.AG.FILM ENRUBANNAGE;20021474;FILM ENRU PLASTCORD VERT CLAIR 750M 25MIC;0.000000;0.0000;1.0000;0.0000;ROULEAU;80.970000;80.97;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;afcfd47bb8652fa618ac805d648c06d9
1488129;V;1000001;INTERVAL;2025-2026;12/12/2025 01:00;December;2025;129;;BLD;BLD-INT0003173;1;ROBITAILLE ERIC;CREUSOT Régis;1230;GAEC BILLY;43;NUTRITIONNELS ET SPECIALITES;A DELETE;20021032;INCORMIN PALME FRACT                  TC;0.000000;0.0000;0.6000;0.0000;Tonne;2140.000000;1284.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;5b60c4a5f637e10ec22743ab8f260f88
1488198;V;1000001;INTERVAL;2025-2026;17/12/2025 01:00;December;2025;175;;BLD;BLD-INT0003222;1;ROBITAILLE ERIC;CREUSOT Régis;49296;EARL LES AUBEUX;43;NUTRITIONNELS ET SPECIALITES;A DELETE;20021032;INCORMIN PALME FRACT                  TC;0.000000;0.0000;0.2380;0.0000;Tonne;2140.000000;509.32;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;8fc06b0bb9b21e253449eb4fc9fc3385
1452073;V;1000001;INTERVAL;2025-2026;12/11/2025 01:00;November;2025;1AS;;BLF;BLF-INT0059180;1;ROBITAILLE ERIC;VERNEREY Rémi;10909;GAEC DES CHAZALS;43;NUTRITIONNELS ET SPECIALITES;A DELETE;20016703;VERIFREE SAC  25KG;0.000000;0.0000;0.1000;0.0000;Tonne;5700.000000;570.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;1e9b98cb643bcb7a5ccfae5fc2148161
313052;V;1000001;INTERVAL;2021-2022;08/11/2021 01:00;November;2021;1AA;;BLF;1,111E+17;1;VIGNE;DAVID Raphael;40074;EARL LES VINS D'ABCD;46;MATERIEL CAVE;CUVE;20009824;SOF ANNEAU NOIR DL 1200;0.000000;0.0000;1.0000;0.0000;UNITE;33.950000;33.95;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;c4b48c79388a89a9d47605549ce893b6
313084;V;1000001;INTERVAL;2021-2022;01/03/2022 01:00;March;2022;1AA;;BLF;1,111E+17;1;VIGNE;DAVID Raphael;40232;Mr FREDERIC PUFFENEY;46;MATERIEL CAVE;CUVE;20009842;SOF ANNEAU NOIR DL 800;0.000000;0.0000;1.0000;0.0000;UNITE;30.000000;30.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;ea8ea6116611cc338771124d4812f782
1504221;V;1000001;INTERVAL;2025-2026;08/01/2026 01:00;January;2026;184;;BLD;BLD-INT0003398;1;ROBITAILLE ERIC;CREUSOT Régis;2413;GAEC LES PATIS;43;NUTRITIONNELS ET SPECIALITES;A DELETE;20021032;INCORMIN PALME FRACT                  TC;0.000000;0.0000;0.1250;0.0000;Tonne;2140.000000;267.50;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;f78e668dd7dbcacdadc2947d6a96c69b
1453002;V;1000001;INTERVAL;2025-2026;07/10/2025 02:00;October;2025;175;;BLD;BLD-INT0002706;1;ROBITAILLE ERIC;CREUSOT Régis;49296;EARL LES AUBEUX;43;NUTRITIONNELS ET SPECIALITES;A DELETE;20021032;INCORMIN PALME FRACT                  TC;0.000000;0.0000;0.2000;0.0000;Tonne;2140.000000;428.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;d81975b2d3f195e87baabba86181de3b
1461692;V;1000001;INTERVAL;2025-2026;19/11/2025 01:00;November;2025;137;;BLF;BLF-INT0060914;1;BIGAND CHRISTOPHE;VANHOORNE Thibaut;2463;EARL POULAIN;44;PROD.AG.FILM/FILET/SAC;PROD.AG.SACHERIE;20011663;SAC EVPP VIDE  500L;0.000000;0.0000;5.0000;0.0000;UNITE;5.000000;25.00;1;2026-06-07 08:58:33.60643+02;2026-06-15 09:13:17.001221+02;2fba316ef686d463c58f4b6201f849a7
